pl_name,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_massjlim,pl_dens,st_mass
Kepler-1733 b,1,1,1,9.22957993,,3.636,0.324,,,,,1.27
Kepler-1732 b,1,1,1,32.31240082,,4.099,0.366,,,,,1.04
Kepler-1731 b,1,1,1,21.76129913,,2.933,0.262,,,,,0.78
Kepler-1730 b,1,1,1,13.81019974,,4.485,0.4,,,,,1.01
Kepler-173 c,1,1,2,8.005777,0.074,2.43,0.217,,,,,
Kepler-173 b,1,1,2,4.263742,0.048,1.29,0.115,,,,,
Kepler-1729 b,1,1,1,4.22097015,,3.894,0.347,,,,,0.54
Kepler-1728 b,1,1,1,4.78299999,,2.955,0.264,,,,,0.89
Kepler-1727 b,1,1,1,9.02929974,,3.173,0.283,,,,,0.82
Kepler-1726 b,1,1,1,18.39629936,,2.509,0.224,,,,,0.88
Kepler-1725 b,1,1,1,16.71990013,,2.813,0.251,,,,,1.05
Kepler-1724 b,1,1,1,6.45442009,,2.837,0.253,,,,,1.02
Kepler-1723 b,1,1,1,39.75289917,,2.88,0.257,,,,,0.96
Kepler-1722 b,1,1,1,9.17856979,,2.867,0.256,,,,,0.88
Kepler-1721 b,1,1,1,4.59238005,,3.119,0.278,,,,,0.89
Kepler-1720 b,1,1,1,12.70639992,,3.216,0.287,,,,,0.94
Kepler-172 e,1,1,4,35.118736,0.211,2.76,0.246,,,,,
Kepler-172 d,1,1,4,14.627119,0.118,2.25,0.201,,,,,
Kepler-172 c,1,1,4,6.388996,0.068,2.86,0.255,,,,,
Kepler-172 b,1,1,4,2.940309,0.04,2.35,0.21,,,,,
Kepler-1719 b,1,1,1,6.14955997,,3.95,0.352,,,,,1.08
Kepler-1718 b,1,1,1,135.1880035,,2.569,0.229,,,,,0.85
Kepler-1717 b,1,1,1,30.65279961,,2.989,0.267,,,,,1.16
Kepler-1716 b,1,1,1,35.58100128,,2.425,0.216,,,,,0.75
Kepler-1715 b,1,1,1,35.59730148,,4.14,0.369,,,,,1.08
Kepler-1714 b,1,1,1,10.27530003,,3.264,0.291,,,,,1.45
Kepler-1713 b,1,1,1,18.01160049,,1.717,0.153,,,,,1.3
Kepler-1712 b,1,1,1,13.81499958,,2.284,0.204,,,,,0.52
Kepler-1711 b,1,1,1,21.06080055,,1.923,0.172,,,,,0.94
Kepler-1710 b,1,1,1,14.91110039,,3.197,0.285,,,,,0.93
Kepler-171 d,1,1,3,39.595519,0.223,1.89,0.169,,,,,
Kepler-171 c,1,1,3,11.463462,0.098,2.56,0.228,,,,,
Kepler-171 b,1,1,3,4.166972,0.05,2.34,0.209,,,,,
Kepler-1709 b,1,1,1,65.70459747,,3.124,0.279,,,,,1.0
Kepler-1708 b,1,1,1,737.1131,1.64,9.96,0.889,1462.01067,4.6,1,,1.09
Kepler-1705 c,1,1,2,11.28,,2.05,0.183,5.42,0.01705,0,3.52871,1.14
Kepler-1705 b,1,1,2,9.03502,,2.03,0.181,4.47,0.01406,0,2.97735,1.14
Kepler-1704 b,1,1,1,988.88112,2.027,11.949,1.066,1322.16617,4.16,0,4.07,1.13
Kepler-1702 b,1,1,1,18.5012,,1.602,0.143,,,,,0.85
Kepler-1701 b,1,1,1,169.134,,2.222,0.198,,,,,0.87
Kepler-1700 b,1,1,1,234.239,,2.901,0.259,,,,,1.12
Kepler-170 c,1,1,2,16.665863,0.131,2.86,0.255,,,,,
Kepler-170 b,1,1,2,7.930592,0.08,3.2,0.285,,,,,
Kepler-17 b,1,1,1,1.4857108,0.02591,14.68,1.31,778.65,2.45,0,1.35,1.04
Kepler-1699 b,1,1,1,3.49082,,1.567,0.14,,,,,
Kepler-1698 b,1,1,1,1.2107,,1.073,0.096,,,,,0.82
Kepler-1697 b,1,1,1,33.4969,,1.26,0.112,,,,,0.75
Kepler-1696 b,1,1,1,65.9409,,2.81,0.251,,,,,1.02
Kepler-1695 b,1,1,1,4.7329,,1.119,0.1,,,,,0.96
Kepler-1694 b,1,1,1,3.89526,,1.18,0.105,,,,,0.82
Kepler-1693 c,1,1,2,5.36370993,,0.977,0.087,,,,,0.94
Kepler-1693 b,1,1,2,12.0999,,1.289,0.115,,,,,0.95
Kepler-1692 b,1,1,1,5.95966,,1.112,0.099,,,,,0.87
Kepler-1691 b,1,1,1,3.8482,,1.835,0.164,,,,,1.11
Kepler-1690 b,1,1,1,234.636,,2.811,0.251,,,,,0.94
Kepler-169 f,1,1,5,87.090195,0.359,2.58,0.23,,,,,
Kepler-169 e,1,1,5,13.767102,0.105,2.2,0.196,,,,,
Kepler-169 d,1,1,5,8.348125,0.075,1.25,0.112,,,,,
Kepler-169 c,1,1,5,6.195469,0.062,1.21,0.108,,,,,
Kepler-169 b,1,1,5,3.250619,0.04,1.13,0.101,,,,,
Kepler-1689 b,1,1,1,8.483,,0.947,0.084,,,,,1.02
Kepler-1688 b,1,1,1,5.62012,,1.262,0.113,,,,,
Kepler-1687 b,1,1,1,5.77954,,1.656,0.148,,,,,0.65
Kepler-1686 b,1,1,1,9.30987,,1.426,0.127,,,,,1.02
Kepler-1685 b,1,1,1,20.4905,,2.577,0.23,,,,,0.96
Kepler-1684 b,1,1,1,47.7055,,2.871,0.256,,,,,0.75
Kepler-1683 b,1,1,1,15.0337,,1.875,0.167,,,,,0.95
Kepler-1682 b,1,1,1,14.8334,,2.889,0.258,,,,,0.99
Kepler-1681 b,1,1,1,69.8956,,2.553,0.228,,,,,
Kepler-1680 b,1,1,1,8.77424,,1.36,0.121,,,,,0.83
Kepler-168 c,1,1,2,13.193242,0.116,2.69,0.24,,,,,
Kepler-168 b,1,1,2,4.425391,0.056,1.46,0.13,,,,,
Kepler-1679 b,1,1,1,9.75376,,2.069,0.185,,,,,0.96
Kepler-1678 b,1,1,1,147.974,,3.304,0.295,,,,,1.03
Kepler-1677 b,1,1,1,22.064,,2.702,0.241,,,,,1.11
Kepler-1676 b,1,1,1,29.9221,,3.377,0.301,,,,,
Kepler-1675 b,1,1,1,63.0382,,3.125,0.279,,,,,1.06
Kepler-1674 b,1,1,1,62.5611,,3.206,0.286,,,,,0.96
Kepler-1673 b,1,1,1,33.7888,,2.936,0.262,,,,,1.11
Kepler-1672 b,1,1,1,150.878,,2.97,0.265,,,,,1.16
Kepler-1671 b,1,1,1,4.16787,,1.326,0.118,,,,,0.87
Kepler-1670 b,1,1,1,20.4998,,3.356,0.299,,,,,1.05
Kepler-167 e,1,2,4,1071.23205,1.883,10.16,0.906,321.00669,1.01,0,1.68,0.78
Kepler-167 d,1,2,4,21.80379,0.1404,1.238,0.11,,,,,0.78
Kepler-167 c,1,2,4,7.406106,0.0684,1.674,0.149,,,,,0.78
Kepler-167 b,1,2,4,4.3931539,0.04825,1.718,0.153,,,,,0.78
Kepler-1669 d,1,1,3,4.72941177,0.0468,1.22,0.109,,,,,0.61
Kepler-1669 c,1,1,3,1.60932005,,1.901,0.17,,,,,0.61
Kepler-1669 b,1,1,3,9.51216,,2.78,0.248,,,,,0.67
Kepler-1668 b,1,1,1,15.434,,4.348,0.388,,,,,0.98
Kepler-1667 b,1,1,1,83.5781,,2.984,0.266,,,,,1.09
Kepler-1666 c,1,1,2,40.7157,,3.236,0.289,,,,,1.23
Kepler-1666 b,1,1,2,25.8476,,2.883,0.257,,,,,1.23
Kepler-1665 b,1,1,1,11.9548,,2.839,0.253,,,,,0.84
Kepler-1664 b,1,1,1,14.3868,,3.033,0.271,,,,,
Kepler-1663 b,1,1,1,17.6046,,3.304,0.295,,,,,0.61
Kepler-1661 b,1,2,1,175.06,0.633,3.87,0.345,17.0,0.05349,0,1.6,0.84
Kepler-1660 AB b,1,2,1,239.5044,,,,1586.59941,4.992,0,,1.14
Kepler-166 d,1,1,3,1.55400393,,1.73,0.154,,,,,0.88
Kepler-166 c,1,1,3,34.260281,0.195,2.38,0.212,,,,,
Kepler-166 b,1,1,3,7.650254,0.072,2.27,0.203,,,,,
Kepler-1658 b,1,1,1,3.84937278,0.0544,11.994,1.07,1868.8404,5.88,0,6.36,1.45
Kepler-1656 c,1,1,2,1919.0,3.053,,,126.4,0.4,0,,1.03
Kepler-1656 b,1,1,2,31.562,0.1974,,,47.8,0.15,0,,1.03
Kepler-1655 b,1,1,1,11.8728787,0.1029,2.213,0.197,5.4,0.01699,0,2.72,1.03
Kepler-1654 b,1,1,1,1047.8356,2.026,9.18,0.819,158.915,0.5,1,1.2,1.01
Kepler-1653 b,1,1,1,140.2524,0.4706,2.17,0.194,,,,,0.72
Kepler-1652 b,1,1,1,38.09722,0.1654,1.6,0.143,,,,,0.4
Kepler-1651 b,1,2,1,9.87863917,,1.84,0.164,,,,,0.52
Kepler-1650 b,1,1,1,1.53818001,,0.96,0.086,,,,,0.33
Kepler-165 c,1,1,2,15.31299,0.11,2.23,0.199,,,,,
Kepler-165 b,1,1,2,8.180848,0.072,2.32,0.207,,,,,
Kepler-1649 c,1,1,2,19.53527,,1.06,0.095,,,,,0.2
Kepler-1649 b,1,1,2,8.689099,,1.017,0.091,,,,,0.2
Kepler-1647 b,1,2,1,1107.5923,2.7205,11.874,1.059,483.0,1.51968,0,,1.22
Kepler-1646 b,1,1,1,4.48558383,,1.23,0.11,,,,,0.24
Kepler-1645 b,1,1,1,16.1779561,,1.78,0.159,,,,,1.02
Kepler-1644 b,1,1,1,21.0907758,,1.88,0.168,,,,,0.89
Kepler-1643 b,1,1,1,5.342657,,2.32,0.207,,,,,0.84
Kepler-1642 c,1,1,2,6.6513802,,2.66,0.237,,,,,0.88
Kepler-1642 b,1,1,2,12.2057513,,3.2,0.285,,,,,0.88
Kepler-1641 c,1,1,2,32.657212,,2.95,0.263,,,,,1.12
Kepler-1641 b,1,1,2,19.672266,,3.11,0.277,,,,,1.12
Kepler-1640 b,1,1,1,7.5844126,,4.82,0.43,,,,,1.27
Kepler-164 e,1,1,4,94.886902,0.4025,4.24,0.378,,,,,0.97
Kepler-164 d,1,1,4,28.986769,0.187,2.45,0.219,,,,,
Kepler-164 c,1,1,4,10.945723,0.097,2.73,0.244,,,,,
Kepler-164 b,1,1,4,5.03503,0.058,1.41,0.126,,,,,
Kepler-1639 b,1,1,1,9.878482,,2.58,0.23,,,,,1.12
Kepler-1638 b,1,1,1,259.33683,,1.87,0.167,,,,,0.97
Kepler-1637 b,1,1,1,6.10960324,,0.89,0.079,,,,,1.02
Kepler-1636 b,1,1,1,425.47785,,3.23,0.288,,,,,1.01
Kepler-1635 b,1,1,1,469.63111,,3.64,0.325,,,,,0.89
Kepler-1634 b,1,1,1,374.876239,,3.19,0.285,,,,,0.92
Kepler-1633 b,1,1,1,186.404271,,1.58,0.141,,,,,1.2
Kepler-1632 b,1,1,1,448.303558,,2.47,0.22,,,,,1.12
Kepler-1631 b,1,1,1,4.09513932,,1.35,0.12,,,,,0.97
Kepler-1630 b,1,1,1,509.997402,,2.19,0.195,,,,,0.66
Kepler-163 c,1,1,2,21.347262,0.152,2.26,0.202,,,,,
Kepler-163 b,1,1,2,7.810937,0.078,1.05,0.094,,,,,
Kepler-1629 b,1,1,1,3.87595807,,0.77,0.069,,,,,1.01
Kepler-1628 b,1,1,1,76.378033,,6.43,0.574,,,,,0.55
Kepler-1627 b,1,1,1,7.20283653,,3.69,0.329,,,,,0.87
Kepler-1626 b,1,1,1,4.13962966,,2.02,0.18,,,,,1.51
Kepler-1625 b,1,1,1,287.378949,,6.06,0.541,,,,,0.96
Kepler-1624 b,1,1,1,3.29030452,,5.7,0.509,,,,,0.5
Kepler-1623 b,1,1,1,4.36128348,,1.31,0.117,,,,,1.0
Kepler-1622 b,1,1,1,10.8118737,,1.47,0.131,,,,,1.31
Kepler-1621 b,1,1,1,92.263714,,2.16,0.193,,,,,1.15
Kepler-1620 b,1,1,1,101.951829,,1.61,0.144,,,,,1.15
Kepler-162 c,1,1,2,19.446355,0.137,3.03,0.27,,,,,
Kepler-162 b,1,1,2,6.919798,0.069,1.26,0.112,,,,,
Kepler-1619 b,1,1,1,23.6225913,,0.76,0.068,,,,,1.0
Kepler-1618 b,1,1,1,6.10826019,,1.26,0.112,,,,,1.41
Kepler-1617 b,1,1,1,27.4785572,,1.2,0.107,,,,,1.15
Kepler-1616 b,1,1,1,6.76284377,,1.02,0.091,,,,,1.21
Kepler-1615 b,1,1,1,47.3126192,,2.06,0.184,,,,,1.04
Kepler-1614 b,1,1,1,3.9466141,,1.49,0.133,,,,,0.79
Kepler-1613 b,1,1,1,1.5184299,,2.08,0.186,,,,,1.08
Kepler-1612 b,1,1,1,3.91795101,,1.03,0.092,,,,,0.96
Kepler-1611 b,1,1,1,5.1762429,,0.81,0.072,,,,,0.94
Kepler-1610 c,1,1,2,44.9851885,0.2323,2.09,0.186,,,,,0.82
Kepler-1610 b,1,1,2,8.70181574,,1.61,0.144,,,,,0.91
Kepler-161 c,1,1,2,7.06424,0.068,2.05,0.183,,,,,
Kepler-161 b,1,1,2,4.921355,0.054,2.12,0.189,,,,,
Kepler-1609 b,1,1,1,114.34219,,2.22,0.198,,,,,1.18
Kepler-1608 b,1,1,1,16.4735686,,1.73,0.154,,,,,0.75
Kepler-1607 b,1,1,1,13.6473676,,0.92,0.082,,,,,1.14
Kepler-1606 b,1,1,1,196.435224,,2.07,0.185,,,,,0.9
Kepler-1605 b,1,1,1,85.7565495,,1.08,0.096,,,,,0.86
Kepler-1604 b,1,1,1,0.68368426,,1.41,0.126,,,,,0.81
Kepler-1603 b,1,1,1,2.27163926,,1.29,0.115,,,,,1.21
Kepler-1602 b,1,1,1,11.17931605,,1.34,0.12,,,,,1.22
Kepler-1601 b,1,1,1,2.20921951,,0.82,0.073,,,,,1.04
Kepler-1600 c,1,1,2,7.29804993,,1.942,0.173,,,,,0.82
Kepler-1600 b,1,1,2,386.370548,,3.13,0.279,,,,,0.86
Kepler-160 d,1,1,3,30.0,0.17,,,100.0,0.31463,1,,
Kepler-160 c,1,1,3,13.699429,0.1192,3.76,0.335,,,,,
Kepler-160 b,1,1,3,4.309397,0.05511,1.715,0.153,,,,,
Kepler-16 b,1,2,1,228.776,0.7048,8.449,0.754,105.833,0.333,0,0.964,0.69
Kepler-1599 b,1,1,1,122.363553,,1.62,0.145,,,,,0.99
Kepler-1598 b,1,1,1,4.34195123,,0.95,0.085,,,,,1.07
Kepler-1597 b,1,1,1,2.94654179,,1.06,0.095,,,,,1.25
Kepler-1596 b,1,1,1,66.373379,,1.9,0.17,,,,,0.95
Kepler-1595 b,1,1,1,4.56380468,,1.23,0.11,,,,,0.84
Kepler-1594 b,1,1,1,2.71603809,,1.06,0.095,,,,,1.06
Kepler-1593 b,1,1,1,174.509835,,3.17,0.283,,,,,0.81
Kepler-1592 b,1,1,1,3.05710069,,1.54,0.137,,,,,1.18
Kepler-1591 b,1,1,1,8.18504949,,1.27,0.113,,,,,1.1
Kepler-1590 b,1,1,1,7.61760804,,1.14,0.102,,,,,1.11
Kepler-159 c,1,1,2,43.595792,0.218,3.41,0.304,,,,,
Kepler-159 b,1,1,2,10.139623,0.082,2.38,0.212,,,,,
Kepler-1589 b,1,1,1,0.99166527,,1.09,0.097,,,,,1.18
Kepler-1588 b,1,1,1,7.84931739,,0.76,0.068,,,,,0.96
Kepler-1587 b,1,1,1,9.4060467,,1.33,0.119,,,,,1.08
Kepler-1586 b,1,1,1,15.6049212,,1.52,0.136,,,,,1.45
Kepler-1585 b,1,1,1,3.5827463,,1.79,0.16,,,,,0.94
Kepler-1584 b,1,1,1,13.3997099,,1.61,0.144,,,,,1.1
Kepler-1583 b,1,1,1,9.32807355,,0.6,0.054,,,,,0.94
Kepler-1582 b,1,1,1,4.83817712,,1.49,0.133,,,,,0.28
Kepler-1581 b,1,1,1,6.28385491,,0.8,0.071,,,,,1.12
Kepler-1580 b,1,1,1,56.6449279,,2.11,0.188,,,,,1.47
Kepler-158 d,1,1,3,0.645088,,0.43,0.038,,,,,0.66
Kepler-158 c,1,1,3,28.551383,0.158,1.9,0.17,,,,,
Kepler-158 b,1,1,3,16.709184,0.111,2.12,0.189,,,,,
Kepler-1579 b,1,1,1,0.84990789,,0.84,0.075,,,,,0.75
Kepler-1578 b,1,1,1,1.45088691,,1.04,0.093,,,,,0.9
Kepler-1577 b,1,1,1,6.30560247,,1.13,0.101,,,,,0.78
Kepler-1576 b,1,1,1,6.98471973,,1.04,0.093,,,,,1.05
Kepler-1575 b,1,1,1,2.55314213,,1.31,0.117,,,,,0.95
Kepler-1574 b,1,1,1,6.9424334,,1.29,0.115,,,,,1.06
Kepler-1573 b,1,1,1,2.6157554,,1.2,0.107,,,,,1.01
Kepler-1572 b,1,1,1,5.49548621,,0.94,0.084,,,,,0.97
Kepler-1571 b,1,1,1,3.38555488,,1.52,0.136,,,,,1.23
Kepler-1570 b,1,1,1,26.548955,,1.07,0.095,,,,,0.92
Kepler-157 d,1,1,3,7.02573474,,1.46,0.13,,,,,1.02
Kepler-157 c,1,1,3,13.5405,0.11,2.24,0.2,,,,,
Kepler-157 b,1,1,3,1.732342,0.028,1.32,0.118,,,,,
Kepler-1569 b,1,1,1,5.79180156,,1.68,0.15,,,,,1.25
Kepler-1568 b,1,1,1,20.925392,,1.3,0.116,,,,,1.09
Kepler-1567 b,1,1,1,153.979578,,2.73,0.244,,,,,0.95
Kepler-1566 b,1,1,1,0.53991524,,0.79,0.07,,,,,0.84
Kepler-1565 b,1,1,1,1.53818844,,1.19,0.106,,,,,0.76
Kepler-1564 b,1,1,1,18.0540381,,1.47,0.131,,,,,0.93
Kepler-1563 b,1,1,1,3.43276598,,0.75,0.067,,,,,1.0
Kepler-1562 b,1,1,1,64.2737752,,3.55,0.317,,,,,1.02
Kepler-1561 b,1,1,1,1.00520701,,1.09,0.097,,,,,1.07
Kepler-1560 b,1,1,1,3.03195744,,0.89,0.079,,,,,1.02
Kepler-156 c,1,1,2,15.906801,0.117,2.55,0.227,,,,,
Kepler-156 b,1,1,2,4.973456,0.054,2.3,0.205,,,,,
Kepler-1559 b,1,1,1,0.97191543,,0.72,0.064,,,,,0.86
Kepler-1558 b,1,1,1,3.50470358,,0.68,0.061,,,,,0.83
Kepler-1557 b,1,1,1,3.74032496,,1.53,0.136,,,,,1.11
Kepler-1556 b,1,1,1,8.82713457,,1.96,0.175,,,,,0.97
Kepler-1555 b,1,1,1,8.10501635,,1.61,0.144,,,,,1.04
Kepler-1554 b,1,1,1,198.088774,,2.9,0.259,,,,,0.84
Kepler-1553 b,1,1,1,4.24261881,,1.15,0.103,,,,,0.85
Kepler-1552 b,1,1,1,184.771853,,2.47,0.22,,,,,0.85
Kepler-1551 b,1,1,1,24.4973698,,2.66,0.237,,,,,1.14
Kepler-1550 b,1,1,1,225.582809,,3.02,0.269,,,,,1.07
Kepler-155 c,1,1,2,52.661793,0.242,2.24,0.2,,,,,
Kepler-155 b,1,1,2,5.931194,0.056,2.09,0.186,,,,,
Kepler-1549 b,1,1,1,214.886545,,2.57,0.229,,,,,0.88
Kepler-1548 b,1,1,1,124.828679,,2.64,0.236,,,,,0.99
Kepler-1547 b,1,1,1,0.69297968,,0.9,0.08,,,,,1.12
Kepler-1546 b,1,1,1,19.5974971,,3.13,0.279,,,,,0.95
Kepler-1545 b,1,1,1,163.692349,,2.7,0.241,,,,,0.84
Kepler-1544 b,1,1,1,168.811174,,1.78,0.159,,,,,0.81
Kepler-1543 b,1,1,1,6.96710269,,2.71,0.242,,,,,1.39
Kepler-1542 e,1,1,4,5.10115756,,0.76,0.068,,,,,0.94
Kepler-1542 d,1,1,4,5.99273738,,0.87,0.078,,,,,0.94
Kepler-1542 c,1,1,4,2.89223021,,0.65,0.058,,,,,0.94
Kepler-1542 b,1,1,4,3.95116882,,0.76,0.068,,,,,0.94
Kepler-1541 b,1,1,1,8.40691199,,1.16,0.103,,,,,0.86
Kepler-1540 b,1,2,1,125.4131177,,2.49,0.222,,,,,0.74
Kepler-154 f,1,1,5,9.91935684,,1.5,0.134,,,,,0.98
Kepler-154 e,1,1,5,3.93276465,,1.5,0.134,,,,,0.98
Kepler-154 d,1,1,5,20.54981883,,3.84,0.343,,,,,0.98
Kepler-154 c,1,1,5,62.303276,0.303,2.95,0.263,,,,,
Kepler-154 b,1,1,5,33.040532,0.198,2.26,0.202,,,,,
Kepler-1539 b,1,1,1,133.3036741,,2.7,0.241,,,,,0.84
Kepler-1538 b,1,1,1,175.138819,,2.82,0.252,,,,,1.03
Kepler-1537 b,1,1,1,1.4444538,,1.18,0.105,,,,,0.81
Kepler-1536 b,1,1,1,364.758031,,3.14,0.28,,,,,0.71
Kepler-1535 b,1,1,1,138.9442,,2.55,0.227,,,,,1.08
Kepler-1534 b,1,1,1,5.71668872,,1.89,0.169,,,,,0.9
Kepler-1533 b,1,1,1,308.5471,,3.46,0.309,,,,,1.31
Kepler-1532 b,1,1,1,1.09366356,,1.35,0.12,,,,,0.91
Kepler-1531 b,1,1,1,1.13854338,,1.11,0.099,,,,,1.16
Kepler-1530 d,1,1,3,9.20761013,,3.279,0.293,,,,,1.01
Kepler-1530 c,1,1,3,5.3227406,,1.65,0.147,,,,,0.92
Kepler-1530 b,1,1,3,2.5904434,,1.64,0.146,,,,,0.92
Kepler-153 c,1,1,2,46.90232,0.237,2.53,0.226,,,,,
Kepler-153 b,1,1,2,18.870227,0.129,2.92,0.261,,,,,
Kepler-1529 b,1,1,1,5.33905686,,2.1,0.187,,,,,0.81
Kepler-1528 b,1,1,1,1.79111021,,1.46,0.13,,,,,1.03
Kepler-1527 b,1,1,1,160.129918,,4.77,0.426,,,,,1.21
Kepler-1526 b,1,1,1,3.908632,,2.43,0.217,,,,,0.73
Kepler-1525 b,1,1,1,2.41660118,,0.91,0.081,,,,,1.07
Kepler-1524 b,1,1,1,70.9674603,,3.54,0.316,,,,,1.17
Kepler-1523 b,1,1,1,0.93875077,,1.58,0.141,,,,,0.97
Kepler-1522 b,1,1,1,1.84788917,,1.73,0.154,,,,,0.96
Kepler-1521 b,1,1,1,47.14840805,,2.5,0.223,,,,,0.81
Kepler-1520 b,1,1,1,0.65355357,,5.77,0.515,,,,,0.76
Kepler-152 c,1,1,2,88.255055,0.356,2.39,0.213,,,,,
Kepler-152 b,1,1,2,18.207973,0.124,2.79,0.249,,,,,
Kepler-1519 b,1,1,1,240.7989397,,7.06,0.63,,,,,0.94
Kepler-1518 c,1,1,2,9.6310258,0.0905,2.9,0.259,,,,,1.06
Kepler-1518 b,1,1,2,5.11177904,,3.05,0.272,,,,,1.54
Kepler-1517 b,1,1,1,5.54608367,,9.76,0.871,,,,,1.58
Kepler-1516 b,1,1,1,7.25931979,,1.75,0.156,,,,,1.04
Kepler-1515 b,1,1,1,214.3114164,,9.55,0.852,,,,,1.3
Kepler-1514 c,1,1,2,10.514181,0.0997,1.176,0.105,,,,,1.2
Kepler-1514 b,1,1,2,217.83184,0.753,12.42,1.108,1678.1424,5.28,0,4.82,1.2
Kepler-1513 c,1,1,2,841.4,,,,84.54236,0.266,0,,0.94
Kepler-1513 b,1,1,2,160.8842,,8.594,0.767,48.30992,0.152,0,1.304,0.94
Kepler-1512 b,1,1,1,20.35972599,,1.18,0.105,,,,,0.73
Kepler-1511 b,1,1,1,23.2382792,,1.68,0.15,,,,,1.17
Kepler-1510 b,1,1,1,84.703921,,3.36,0.3,,,,,1.19
Kepler-151 c,1,1,2,24.674612,0.16,2.09,0.186,,,,,
Kepler-151 b,1,1,2,15.228958,0.116,3.06,0.273,,,,,
Kepler-1509 b,1,1,1,25.4338197,,1.85,0.165,,,,,1.0
Kepler-1508 b,1,1,1,20.7056504,,1.33,0.119,,,,,1.14
Kepler-1507 b,1,1,1,16.0506213,,0.84,0.075,,,,,0.89
Kepler-1506 b,1,1,1,14.0329154,,1.32,0.118,,,,,0.95
Kepler-1505 b,1,1,1,30.8609366,,0.93,0.083,,,,,0.93
Kepler-1504 b,1,1,1,82.304003,,2.13,0.19,,,,,0.85
Kepler-1503 b,1,1,1,96.16987,,2.27,0.203,,,,,0.77
Kepler-1502 b,1,1,1,41.7083629,,3.18,0.284,,,,,1.44
Kepler-1501 b,1,1,1,14.5564533,,1.56,0.139,,,,,1.2
Kepler-1500 b,1,1,1,15.0330105,,1.2,0.107,,,,,1.0
Kepler-150 f,1,1,5,637.2093,1.24,3.64,0.325,,,,,0.97
Kepler-150 e,1,1,5,30.826557,0.189,3.12,0.278,,,,,
Kepler-150 d,1,1,5,12.56093,0.104,2.79,0.249,,,,,
Kepler-150 c,1,1,5,7.381998,0.073,3.69,0.329,,,,,
Kepler-150 b,1,1,5,3.428054,0.044,1.25,0.112,,,,,
Kepler-15 b,1,1,1,4.942782,0.05714,10.76,0.96,209.76,0.66,0,0.93,1.02
Kepler-1499 b,1,1,1,44.2008,,1.19,0.106,,,,,0.82
Kepler-1498 b,1,1,1,48.051405,,1.33,0.119,,,,,0.86
Kepler-1497 b,1,1,1,8.74199772,,1.66,0.148,,,,,0.96
Kepler-1496 b,1,1,1,64.6588017,,2.22,0.198,,,,,1.18
Kepler-1495 b,1,1,1,85.273256,,2.94,0.262,,,,,1.03
Kepler-1494 b,1,1,1,91.080482,,3.07,0.274,,,,,0.96
Kepler-1493 b,1,1,1,15.0217983,,1.41,0.126,,,,,1.06
Kepler-1492 b,1,1,1,16.75255007,,1.49,0.133,,,,,0.77
Kepler-1491 c,1,1,2,61.569765,0.3045,2.44,0.218,,,,,0.99
Kepler-1491 b,1,1,2,16.5861762,,1.51,0.135,,,,,1.0
Kepler-1490 b,1,1,1,92.4362973,,3.04,0.271,,,,,0.9
Kepler-149 d,1,1,3,160.018032,0.571,3.96,0.353,,,,,
Kepler-149 c,1,1,3,55.328328,0.281,1.61,0.144,,,,,
Kepler-149 b,1,1,3,29.198943,0.184,4.21,0.376,,,,,
Kepler-1489 c,1,1,2,0.680741,,0.51,0.045,,,,,0.98
Kepler-1489 b,1,1,2,82.294751,,1.77,0.158,,,,,0.93
Kepler-1488 c,1,1,2,6.15826988,,1.652,0.147,,,,,1.0
Kepler-1488 b,1,1,2,39.8189932,,1.86,0.166,,,,,1.05
Kepler-1487 c,1,1,2,35.8007112,0.2588,7.97,0.711,,,,,1.8
Kepler-1487 b,1,1,2,7.31946363,,2.13,0.19,,,,,1.38
Kepler-1486 b,1,1,1,54.6495759,,2.32,0.207,,,,,1.08
Kepler-1485 b,1,1,1,19.9157725,,1.47,0.131,,,,,1.11
Kepler-1484 b,1,1,1,30.4549136,,2.11,0.188,,,,,0.94
Kepler-1483 b,1,1,1,9.5085156,,1.52,0.136,,,,,1.25
Kepler-1482 b,1,1,1,12.25383217,,1.01,0.09,,,,,0.88
Kepler-1481 b,1,1,1,5.94220998,,1.23,0.11,,,,,0.8
Kepler-1480 b,1,2,1,22.12679948,,1.67,0.149,,,,,0.85
Kepler-148 d,1,1,3,51.84688575,,8.68,0.774,,,,,0.86
Kepler-148 c,1,1,3,4.180043,0.05,3.6,0.321,,,,,
Kepler-148 b,1,1,3,1.729366,0.028,1.8,0.161,,,,,
Kepler-1479 b,1,1,1,14.53261362,,1.83,0.163,,,,,0.99
Kepler-1478 b,1,1,1,26.0840594,,1.73,0.154,,,,,1.04
Kepler-1477 b,1,1,1,11.55530021,,1.18,0.105,,,,,0.81
Kepler-1476 b,1,1,1,10.35863224,,1.67,0.149,,,,,0.98
Kepler-1475 b,1,1,1,82.177374,,2.92,0.261,,,,,1.18
Kepler-1474 b,1,1,1,36.4333452,,2.16,0.193,,,,,1.04
Kepler-1473 b,1,1,1,14.4273551,,1.19,0.106,,,,,1.09
Kepler-1472 b,1,1,1,38.1312831,,1.9,0.17,,,,,1.16
Kepler-1471 c,1,1,2,11.6044881,0.0981,1.88,0.168,,,,,0.93
